theta,r,x,y
0,0,0,0
0.01,0.01,0.009999500004166653,9.999833334166665e-05
0.02,0.02,0.019996000133331554,0.0003999733338666616
0.03,0.03,0.029986501012469625,0.0008998650060748698
0.04,0.04,0.039968004266439115,0.0015995733674653665
0.05,0.05,0.04993751301974832,0.002498958463533917
0.060000000000000005,0.060000000000000005,0.05989203239611226,0.0035978403887666766
0.07,0.07,0.06982857001772957,0.004895999313627294
0.08,0.08,0.07974413650420956,0.006393175517533815
0.09,0.09,0.08963574597107948,0.008089069427820993
0.09999999999999999,0.09999999999999999,0.09950041652780257,0.009983341664682814
0.10999999999999999,0.10999999999999999,0.10933517077523663,0.012075613092089226
0.11999999999999998,0.11999999999999998,0.11913703630246393,0.01436546487467032
0.12999999999999998,0.12999999999999998,0.12890304618292242,0.016852438540560327
0.13999999999999999,0.13999999999999999,0.13863023946976918,0.019536036050193103
0.15,0.15,0.14831566169040633,0.022415719871039883
0.16,0.16,0.15795636534010032,0.025490913058279357
0.17,0.17,0.16754941037462534,0.028760999341389325
0.18000000000000002,0.18000000000000002,0.1770918647018619,0.03222532321664836
0.19000000000000003,0.19000000000000003,0.1865808046722814,0.03588319004553512
0.20000000000000004,0.20000000000000004,0.19601331556824836,0.039733866159012254
0.21000000000000005,0.21000000000000005,0.2053864920920712,0.043776578967680925
0.22000000000000006,0.22000000000000006,0.21469743885273326,0.048010517077791276
0.23000000000000007,0.23000000000000007,0.22394327085123625,0.05243483041309336
0.24000000000000007,0.24000000000000007,0.23312111396448718,0.057048630342512334
0.25000000000000006,0.25000000000000006,0.24222810542766124,0.06185098981363076
0.26000000000000006,0.26000000000000006,0.2512613943149735,0.06684094349196036
0.2700000000000001,0.2700000000000001,0.2602181420187905,0.07201748790598445
0.2800000000000001,0.2800000000000001,0.2690955227270159,0.0773795815979519
0.2900000000000001,0.2900000000000001,0.27789072389868225,0.08292614528040236
0.3000000000000001,0.3000000000000001,0.2866009467376819,0.08865606199840192
0.3100000000000001,0.3100000000000001,0.29522340666457125,0.09456817729746755
0.3200000000000001,0.3200000000000001,0.3037553337863812,0.10066129939715776
0.3300000000000001,0.3300000000000001,0.31219397336436777,0.10693419937030664
0.34000000000000014,0.34000000000000014,0.3205365862796378,0.11338561132787697
0.35000000000000014,0.35000000000000014,0.32878044949658275,0.12001423260940808
0.36000000000000015,0.36000000000000015,0.3369228565240567,0.1268187239790325
0.37000000000000016,0.37000000000000016,0.3449611178742329,0.13379770982703607
0.38000000000000017,0.38000000000000017,0.352892561519074,0.14094977837693354
0.3900000000000002,0.3900000000000002,0.3607145333443522,0.14827348189803308
0.4000000000000002,0.4000000000000002,0.3684243976011542,0.15576733692346034
0.4100000000000002,0.4100000000000002,0.37601953735480825,0.16342982447361354
0.4200000000000002,0.4200000000000002,0.3834973549311696,0.17125939028501963
0.4300000000000002,0.4300000000000002,0.3908552723602008,0.1792544450445608
0.4400000000000002,0.4400000000000002,0.39809073181678406,0.18741336462903999
0.45000000000000023,0.45000000000000023,0.40520119605870475,0.19573449035005377
0.46000000000000024,0.46000000000000024,0.4121841488617418,0.2042161292041393
0.47000000000000025,0.47000000000000025,0.4190370954518048,0.21285655412816232
0.48000000000000026,0.48000000000000026,0.4257575629340566,0.22165400425991202
0.49000000000000027,0.49000000000000027,0.4323431007189597,0.23060668520386768
0.5000000000000002,0.5000000000000002,0.43879128094518655,0.2397127693021017
0.5100000000000002,0.5100000000000002,0.4450996988993333,0.24897039591028303
0.5200000000000002,0.5200000000000002,0.45126597343237806,0.2583776716787433
0.5300000000000002,0.5300000000000002,0.4572877473728235,0.26793267083856914
0.5400000000000003,0.5400000000000003,0.4631626879364652,0.2776334354926813
0.5500000000000003,0.5500000000000003,0.4688884871327283,0.28747797591186286
0.5600000000000003,0.5600000000000003,0.4744628621675132,0.297464270835695
0.5700000000000003,0.5700000000000003,0.4798835558424933,0.3075902677783628
0.5800000000000003,0.5800000000000003,0.4851483369508086,0.31785388333928694
0.5900000000000003,0.5900000000000003,0.4902550006690966,0.32825300351854275
0.6000000000000003,0.6000000000000003,0.49520136894580713,0.3387854840370215
0.6100000000000003,0.6100000000000003,0.4999852908857427,0.3494491506612939
0.6200000000000003,0.6200000000000003,0.5046046431307712,0.36024179953312946
0.6300000000000003,0.6300000000000003,0.5090573302366558,0.3711611975036302
0.6400000000000003,0.6400000000000003,0.5133412850459474,0.3822050824719313
0.6500000000000004,0.6500000000000004,0.5174544690568864,0.3933711637284261
0.6600000000000004,0.6600000000000004,0.5213948727882611,0.40465712230246675
0.6700000000000004,0.6700000000000004,0.5251605161401691,0.4160606113144954
0.6800000000000004,0.6800000000000004,0.5287494487506311,0.42757925633255905
0.6900000000000004,0.6900000000000004,0.5321597503480037,0.4392106557331583
0.7000000000000004,0.7000000000000004,0.535389531099142,0.4509523810663842
0.7100000000000004,0.7100000000000004,0.5384369319532609,0.4628019774252915
0.7200000000000004,0.7200000000000004,0.5413001249814445,0.47475696381946114
0.7300000000000004,0.7300000000000004,0.5439773137117555,0.4868148335527
0.7400000000000004,0.7400000000000004,0.5464667334598952,0.4989730546048279
0.7500000000000004,0.7500000000000004,0.5487666516553658,0.5112290700175012
0.7600000000000005,0.7600000000000005,0.550875368163088,0.5235802982840195
0.7700000000000005,0.7700000000000005,0.5527912156004265,0.5360241337430652
0.7800000000000005,0.7800000000000005,0.5545125596495765,0.5485579469763205
0.7900000000000005,0.7900000000000005,0.5560377993652665,0.5611790852099108
0.8000000000000005,0.8000000000000005,0.5573653674777324,0.5738848727196189
0.8100000000000005,0.8100000000000005,0.5584937306909151,0.5866726112398161
0.8200000000000005,0.8200000000000005,0.5594213899758431,0.5995395803760553
0.8300000000000005,0.8300000000000005,0.5601468808591518,0.6124830380212698
0.8400000000000005,0.8400000000000005,0.5606687737066989,0.6255002207755225
0.8500000000000005,0.8500000000000005,0.5609856740022349,0.6385883443692495
0.8600000000000005,0.8600000000000005,0.5610962226210846,0.6517446040899388
0.8700000000000006,0.8700000000000006,0.560999096098801,0.6649661752121901
0.8800000000000006,0.8800000000000006,0.5606930068947505,0.6782502134310937
0.8900000000000006,0.8900000000000006,0.5601767036505901,0.691593855298874
0.9000000000000006,0.9000000000000006,0.5594489714435981,0.7049942186647358
0.9100000000000006,0.9100000000000006,0.5585086320348185,0.7184484031178557
0.9200000000000006,0.9200000000000006,0.5573545441119857,0.7319534904334575
0.9300000000000006,0.9300000000000006,0.5559856035271873,0.7455065450219136
0.9400000000000006,0.9400000000000006,0.5544007435292322,0.7591046143808082
0.9500000000000006,0.9500000000000006,0.5525989349906892,0.7727447295499059
0.9600000000000006,0.9600000000000006,0.5505791866295583,0.7864239055689591
0.9700000000000006,0.9700000000000006,0.5483405452255435,0.8001391419382974
